,funded_amnt,funded_amnt_inv,loan_amnt,loan_status,title,dti,zip_code,addr_state,emp_length,policy_code
1528664,19000.0,19000.0,19000.0,Fully Paid,Credit card refinancing,22.4,020xx,MA,2 years,1.0
1994665,3025.0,3025.0,3025.0,Fully Paid,Debt consolidation,27.4,300xx,GA,8 years,1.0
383237,5000.0,5000.0,5000.0,Fully Paid,Debt consolidation,18.3,953xx,CA,1 year,1.0
1827861,13000.0,12925.0,13000.0,Fully Paid,Credit card refinancing,11.86,016xx,MA,10+ years,1.0
895521,15000.0,15000.0,15000.0,Current,Debt consolidation,18.92,010xx,MA,10+ years,1.0
1711295,7000.0,7000.0,7000.0,Fully Paid,Credit card refinancing,32.66,972xx,OR,7 years,1.0
1855418,21000.0,21000.0,21000.0,Fully Paid,credit cards,9.33,038xx,NH,10+ years,1.0
940559,16800.0,16800.0,16800.0,Current,Debt consolidation,94.72,800xx,CO,< 1 year,1.0
1736647,10000.0,10000.0,10000.0,Current,Home improvement,21.2,770xx,TX,10+ years,1.0
1955967,8800.0,8800.0,8800.0,Current,Debt consolidation,31.17,276xx,NC,8 years,1.0
1902414,7000.0,7000.0,7000.0,Charged Off,debt consolidation,24.55,441xx,OH,6 years,1.0
1833991,17000.0,17000.0,17000.0,Charged Off,Freedom,18.14,282xx,NC,10+ years,1.0
569225,7000.0,7000.0,7000.0,Current,Major purchase,27.76,071xx,NJ,10+ years,1.0
31908,8500.0,8250.0,8500.0,Fully Paid,Credit card refinancing,11.13,705xx,LA,10+ years,1.0
156210,10750.0,10750.0,10750.0,Charged Off,Credit card refinancing,30.67,377xx,TN,10+ years,1.0
1297424,18600.0,18600.0,18600.0,Fully Paid,Credit card refinancing,12.04,926xx,CA,9 years,1.0
570063,3975.0,3975.0,3975.0,Current,Home improvement,7.0,370xx,TN,2 years,1.0
1391248,13500.0,13500.0,13500.0,Current,Debt consolidation,28.57,841xx,UT,5 years,1.0
838630,20000.0,20000.0,20000.0,Current,Debt consolidation,17.44,010xx,MA,,1.0
661697,14000.0,14000.0,14000.0,Fully Paid,Credit card refinancing,24.72,986xx,WA,7 years,1.0
1381267,25000.0,25000.0,25000.0,Current,Debt consolidation,17.63,917xx,CA,7 years,1.0
1802924,26750.0,26700.0,26750.0,Fully Paid,Financial Consolidation ,17.78,211xx,MD,1 year,1.0
1706730,1500.0,1500.0,1500.0,Current,Debt consolidation,11.45,908xx,CA,10+ years,1.0
1146074,10000.0,10000.0,10000.0,Fully Paid,Credit card refinancing,15.03,273xx,NC,10+ years,1.0
378260,8400.0,8400.0,8400.0,Fully Paid,Debt consolidation,13.65,983xx,WA,< 1 year,1.0
2248278,8000.0,8000.0,8000.0,Fully Paid,Credit card refinancing,15.93,982xx,WA,3 years,1.0
1574338,16000.0,16000.0,16000.0,Current,Debt consolidation,13.0,317xx,GA,1 year,1.0
383537,15000.0,15000.0,15000.0,Fully Paid,Debt consolidation,19.34,925xx,CA,2 years,1.0
730765,10000.0,10000.0,10000.0,Current,Debt consolidation,27.28,836xx,ID,10+ years,1.0
1596326,16625.0,16625.0,16625.0,Fully Paid,Credit card refinancing,29.24,328xx,FL,,1.0
1240549,20000.0,20000.0,20000.0,Charged Off,Debt consolidation,24.89,532xx,WI,3 years,1.0
1157663,16000.0,16000.0,16000.0,Charged Off,Debt consolidation,22.61,475xx,IN,< 1 year,1.0
1952974,15400.0,15400.0,15400.0,Fully Paid,Debt consolidation,20.03,756xx,TX,3 years,1.0
812739,10000.0,10000.0,10000.0,Current,Debt consolidation,24.68,480xx,MI,10+ years,1.0
545299,6000.0,6000.0,6000.0,Current,Credit card refinancing,14.55,042xx,ME,,1.0
887842,39725.0,39725.0,39725.0,Current,Home buying,20.49,800xx,CO,10+ years,1.0
2026324,6800.0,6800.0,6800.0,Fully Paid,Credit card refinancing,25.52,633xx,MO,10+ years,1.0
1656744,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,23.66,185xx,PA,2 years,1.0
256659,10000.0,10000.0,10000.0,Fully Paid,Credit card refinancing,25.15,981xx,WA,4 years,1.0
476614,10000.0,10000.0,10000.0,Current,Credit card refinancing,26.55,303xx,GA,4 years,1.0
1954340,22350.0,22350.0,22350.0,Current,Debt consolidation,11.03,390xx,MS,4 years,1.0
1062704,10000.0,10000.0,10000.0,Current,,8.49,100xx,NY,10+ years,1.0
144592,14000.0,14000.0,14000.0,Fully Paid,Credit card refinancing,23.87,018xx,MA,1 year,1.0
794443,7800.0,7800.0,7800.0,Current,Debt consolidation,11.44,130xx,NY,10+ years,1.0
740486,11525.0,11525.0,11525.0,Fully Paid,Debt consolidation,37.09,937xx,CA,10+ years,1.0
874708,40000.0,40000.0,40000.0,Current,Credit card refinancing,7.67,328xx,FL,3 years,1.0
1505268,20000.0,20000.0,20000.0,Current,Credit card refinancing,14.57,074xx,NJ,< 1 year,1.0
1137294,5600.0,5600.0,5600.0,Fully Paid,Debt consolidation,23.95,880xx,NM,4 years,1.0
2028900,28000.0,28000.0,28000.0,Fully Paid,Debt consolidation,6.63,601xx,IL,9 years,1.0
1705598,3000.0,3000.0,3000.0,Fully Paid,Debt consolidation,7.68,276xx,NC,2 years,1.0
2038452,12000.0,12000.0,12000.0,Current,Debt consolidation,14.36,161xx,PA,1 year,1.0
1841259,20000.0,20000.0,20000.0,Fully Paid,Consolidating for future,10.39,786xx,TX,10+ years,1.0
1249518,7500.0,7500.0,7500.0,Charged Off,Debt consolidation,15.03,329xx,FL,2 years,1.0
522153,14400.0,14400.0,14400.0,Current,Debt consolidation,19.08,252xx,WV,4 years,1.0
1762231,3600.0,3600.0,3600.0,Fully Paid,Major purchase,28.89,462xx,IN,10+ years,1.0
537920,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,9.3,921xx,CA,10+ years,1.0
2011985,1000.0,1000.0,1000.0,Fully Paid,Business,24.5,077xx,NJ,,1.0
152328,8700.0,8700.0,8700.0,Fully Paid,Credit card refinancing,30.89,337xx,FL,7 years,1.0
915794,20000.0,20000.0,20000.0,Fully Paid,Home improvement,13.84,140xx,NY,10+ years,1.0
2182833,10000.0,10000.0,10000.0,Current,Debt consolidation,16.45,284xx,NC,,1.0
1365288,12000.0,12000.0,12000.0,Current,Other,11.33,853xx,AZ,10+ years,1.0
2028514,6625.0,6625.0,6625.0,Fully Paid,Debt consolidation,34.77,776xx,TX,< 1 year,1.0
1059848,24550.0,24550.0,24550.0,Fully Paid,Debt consolidation,19.66,553xx,MN,< 1 year,1.0
2017784,2000.0,2000.0,2000.0,Current,Debt consolidation,9.79,660xx,KS,2 years,1.0
1230387,14400.0,14400.0,14400.0,Charged Off,Major purchase,19.6,217xx,MD,5 years,1.0
1880328,20000.0,20000.0,20000.0,Fully Paid,Debt consolidation,14.68,571xx,SD,10+ years,1.0
128753,10000.0,10000.0,10000.0,Fully Paid,Other,24.55,066xx,CT,10+ years,1.0
1645089,4000.0,3975.0,4000.0,Charged Off,Recent Graduate - Debt Consolidation,16.65,972xx,OR,2 years,1.0
784648,5000.0,5000.0,5000.0,Current,Credit card refinancing,20.36,687xx,NE,10+ years,1.0
2006998,11025.0,11025.0,11025.0,Current,Other,6.19,206xx,MD,10+ years,1.0
2004915,30000.0,30000.0,30000.0,Charged Off,Debt consolidation,16.44,306xx,GA,5 years,1.0
249696,30000.0,30000.0,30000.0,Fully Paid,Debt consolidation,21.51,894xx,NV,2 years,1.0
1309064,30000.0,30000.0,30000.0,Fully Paid,Debt consolidation,10.25,948xx,CA,1 year,1.0
1737008,20000.0,20000.0,20000.0,Current,Debt consolidation,18.5,024xx,MA,10+ years,1.0
488367,6500.0,6500.0,6500.0,Current,Debt consolidation,8.4,028xx,RI,7 years,1.0
2153708,7200.0,7200.0,7200.0,Fully Paid,Other,13.09,707xx,LA,10+ years,1.0
1820748,8000.0,8000.0,8000.0,Fully Paid,Credit Card debt,26.83,112xx,NY,4 years,1.0
1759321,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,22.74,840xx,UT,1 year,1.0
2231062,15000.0,15000.0,15000.0,Fully Paid,Credit card refinancing,20.03,914xx,CA,2 years,1.0
409242,9500.0,9500.0,9500.0,Fully Paid,Debt consolidation,22.81,462xx,IN,< 1 year,1.0
1814437,8875.0,8875.0,8875.0,Fully Paid,Debt consolidation,23.33,114xx,NY,2 years,1.0
1785646,22750.0,22750.0,22750.0,Fully Paid,debt consolidation,3.86,108xx,NY,7 years,1.0
2193919,7000.0,7000.0,7000.0,Fully Paid,Debt consolidation,13.24,085xx,NJ,< 1 year,1.0
634519,9600.0,9600.0,9600.0,Fully Paid,Debt consolidation,23.19,915xx,CA,1 year,1.0
1435315,21325.0,21325.0,21325.0,Current,Debt consolidation,37.1,941xx,CA,10+ years,1.0
1105170,28000.0,28000.0,28000.0,Current,Credit card refinancing,36.49,785xx,TX,6 years,1.0
1319920,30000.0,30000.0,30000.0,Fully Paid,Debt consolidation,27.21,152xx,PA,7 years,1.0
420786,11975.0,11975.0,11975.0,Fully Paid,Business,25.32,770xx,TX,2 years,1.0
1636953,6000.0,6000.0,6000.0,Fully Paid,Debt Consolidation,2.99,327xx,FL,10+ years,1.0
1119624,19250.0,19250.0,19250.0,Fully Paid,Debt consolidation,32.9,199xx,DE,5 years,1.0
1101768,6000.0,6000.0,6000.0,Fully Paid,Other,19.99,080xx,NJ,1 year,1.0
1316596,25000.0,24950.0,25000.0,Fully Paid,Debt consolidation,34.72,462xx,IN,10+ years,1.0
135197,12100.0,12100.0,12100.0,Charged Off,Debt consolidation,21.01,304xx,GA,,1.0
1863894,18250.0,18250.0,18250.0,Charged Off,Debt consolidation,5.55,891xx,NV,,1.0
1310143,30000.0,30000.0,30000.0,Fully Paid,Credit card refinancing,8.83,786xx,TX,8 years,1.0
1112109,14000.0,14000.0,14000.0,Fully Paid,Credit card refinancing,15.46,902xx,CA,3 years,1.0
1973313,31675.0,31675.0,31675.0,Charged Off,,29.85,100xx,NY,2 years,1.0
1078944,30000.0,30000.0,30000.0,Current,Debt consolidation,32.67,891xx,NV,4 years,1.0
621923,5000.0,5000.0,5000.0,Current,Debt consolidation,20.27,245xx,VA,1 year,1.0
1636904,3025.0,3025.0,3025.0,Fully Paid,Wedding Fund,2.0,328xx,FL,2 years,1.0
1826419,19400.0,19400.0,19400.0,Fully Paid,Debt consolidation,9.61,900xx,CA,5 years,1.0
600088,12000.0,12000.0,12000.0,Fully Paid,Debt consolidation,12.89,530xx,WI,< 1 year,1.0
329366,16775.0,16775.0,16775.0,Fully Paid,Debt consolidation,18.69,378xx,TN,< 1 year,1.0
1471146,12000.0,12000.0,12000.0,Current,Credit card refinancing,16.44,023xx,MA,1 year,1.0
1749203,3000.0,3000.0,3000.0,Current,Debt consolidation,9.73,945xx,CA,3 years,1.0
1686698,9600.0,9600.0,9600.0,Current,Debt consolidation,26.02,300xx,GA,10+ years,1.0
549843,6000.0,6000.0,6000.0,Current,Debt consolidation,19.71,800xx,CO,2 years,1.0
116381,30000.0,30000.0,30000.0,Fully Paid,Debt consolidation,17.71,945xx,CA,10+ years,1.0
405406,28800.0,28675.0,28800.0,Fully Paid,Debt consolidation,6.17,117xx,NY,7 years,1.0
1869547,5000.0,5000.0,5000.0,Fully Paid,Debt,20.93,773xx,TX,2 years,1.0
241365,25000.0,25000.0,25000.0,Fully Paid,Debt consolidation,26.86,061xx,CT,5 years,1.0
1920632,12000.0,12000.0,12000.0,Fully Paid,dedt consolidation,28.58,912xx,CA,8 years,1.0
910832,14000.0,14000.0,14000.0,Fully Paid,Debt consolidation,23.97,405xx,KY,10+ years,1.0
590150,12000.0,12000.0,12000.0,Current,Debt consolidation,17.51,786xx,TX,< 1 year,1.0
1136485,4500.0,4500.0,4500.0,Fully Paid,Credit card refinancing,4.52,913xx,CA,10+ years,1.0
917086,9600.0,9600.0,9600.0,Charged Off,Debt consolidation,11.65,724xx,AR,,1.0
2078675,16000.0,16000.0,16000.0,Current,Other,11.16,322xx,FL,10+ years,1.0
741000,18000.0,18000.0,18000.0,Fully Paid,Debt consolidation,15.61,486xx,MI,10+ years,1.0
169800,2000.0,2000.0,2000.0,Fully Paid,Major purchase,24.59,280xx,NC,,1.0
1161148,15625.0,15625.0,15625.0,Fully Paid,Debt consolidation,5.76,937xx,CA,10+ years,1.0
1947663,7000.0,7000.0,7000.0,Fully Paid,Debt consolidation,15.94,951xx,CA,,1.0
668879,4000.0,4000.0,4000.0,Fully Paid,Home improvement,34.4,481xx,MI,5 years,1.0
1378038,20000.0,20000.0,20000.0,Current,Home improvement,8.09,117xx,NY,10+ years,1.0
320231,12000.0,12000.0,12000.0,Fully Paid,Debt consolidation,15.71,852xx,AZ,10+ years,1.0
1202239,8500.0,8500.0,8500.0,Fully Paid,Debt consolidation,17.46,622xx,IL,< 1 year,1.0
855682,15000.0,15000.0,15000.0,Current,Debt consolidation,24.91,175xx,PA,,1.0
574722,3000.0,3000.0,3000.0,Current,Major purchase,16.67,371xx,TN,6 years,1.0
824698,25000.0,25000.0,25000.0,Current,Debt consolidation,12.4,945xx,CA,10+ years,1.0
201568,20000.0,19950.0,20000.0,Current,Debt consolidation,22.82,770xx,TX,7 years,1.0
607283,24000.0,24000.0,24000.0,Current,Credit card refinancing,19.91,217xx,MD,10+ years,1.0
1966077,14075.0,14075.0,14075.0,Fully Paid,Debt consolidation,27.39,317xx,GA,8 years,1.0
1284577,35000.0,34975.0,35000.0,Fully Paid,Debt consolidation,18.94,361xx,AL,10+ years,1.0
1646761,1800.0,1800.0,1800.0,Fully Paid,Credit Card Payoff,15.21,945xx,CA,< 1 year,1.0
405345,10100.0,10100.0,10100.0,Fully Paid,Debt consolidation,13.78,805xx,CO,1 year,1.0
1096140,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,16.18,958xx,CA,10+ years,1.0
478464,5000.0,5000.0,5000.0,Fully Paid,Debt consolidation,19.84,144xx,NY,10+ years,1.0
739271,2000.0,2000.0,2000.0,Charged Off,Debt consolidation,18.9,481xx,MI,,1.0
289973,8500.0,8500.0,8500.0,Fully Paid,Debt consolidation,21.96,328xx,FL,7 years,1.0
818287,35000.0,35000.0,35000.0,Current,Debt consolidation,39.13,341xx,FL,5 years,1.0
923132,21000.0,21000.0,21000.0,Current,Credit card refinancing,22.9,605xx,IL,6 years,1.0
1595340,2400.0,2400.0,2400.0,Fully Paid,Other,4.82,921xx,CA,1 year,1.0
1359978,11575.0,11575.0,11575.0,Current,Debt consolidation,18.86,125xx,NY,10+ years,1.0
1748210,7000.0,7000.0,7000.0,Fully Paid,Debt consolidation,15.17,827xx,WY,10+ years,1.0
171899,11200.0,11200.0,11200.0,Charged Off,Debt consolidation,9.87,104xx,NY,< 1 year,1.0
1403422,16000.0,16000.0,16000.0,Current,Credit card refinancing,25.13,917xx,CA,1 year,1.0
701511,24000.0,24000.0,24000.0,Current,Credit card refinancing,11.62,708xx,LA,3 years,1.0
1661594,28000.0,28000.0,28000.0,Fully Paid,Debt consolidation,17.57,920xx,CA,10+ years,1.0
83995,15000.0,15000.0,15000.0,Fully Paid,Debt consolidation,18.03,245xx,VA,10+ years,1.0
634444,13000.0,13000.0,13000.0,Current,Credit card refinancing,29.43,331xx,FL,2 years,1.0
1633098,2000.0,2000.0,2000.0,Fully Paid,medical,18.04,106xx,NY,1 year,1.0
1718548,15000.0,14950.0,15000.0,Fully Paid,Other,17.24,344xx,FL,10+ years,1.0
1330903,4075.0,4075.0,4075.0,Fully Paid,Business,23.64,970xx,OR,6 years,1.0
1934124,24600.0,24600.0,24600.0,Fully Paid,Investment Property Acquisition,9.2,604xx,IL,< 1 year,1.0
2195367,2400.0,2400.0,2400.0,Current,Car financing,8.55,146xx,NY,5 years,1.0
680987,28000.0,28000.0,28000.0,Current,,24.8,548xx,WI,3 years,1.0
1345887,35000.0,35000.0,35000.0,Fully Paid,Debt consolidation,12.68,802xx,CO,2 years,1.0
1316134,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,24.83,850xx,AZ,4 years,1.0
669171,35000.0,35000.0,35000.0,Fully Paid,Debt consolidation,24.89,996xx,AK,10+ years,1.0
1490448,2400.0,2400.0,2400.0,Fully Paid,Other,18.26,857xx,AZ,7 years,1.0
634911,7200.0,7200.0,7200.0,Current,Debt consolidation,10.5,061xx,CT,10+ years,1.0
1059067,28000.0,28000.0,28000.0,Fully Paid,Debt consolidation,17.79,752xx,TX,< 1 year,1.0
1521418,33325.0,33325.0,33325.0,Current,Home improvement,16.96,985xx,WA,10+ years,1.0
816487,20000.0,20000.0,20000.0,Current,Debt consolidation,7.97,351xx,AL,10+ years,1.0
1775578,18250.0,18250.0,18250.0,Fully Paid,Consolidation,31.25,029xx,RI,10+ years,1.0
681723,24000.0,24000.0,24000.0,Current,Credit card refinancing,12.22,930xx,CA,4 years,1.0
1420031,35000.0,35000.0,35000.0,Current,Debt consolidation,28.16,801xx,CO,< 1 year,1.0
1275129,24825.0,24825.0,24825.0,Charged Off,Debt consolidation,18.42,360xx,AL,10+ years,1.0
571048,10000.0,10000.0,10000.0,Charged Off,Debt consolidation,13.96,951xx,CA,10+ years,1.0
1194126,3000.0,3000.0,3000.0,Fully Paid,Debt consolidation,18.22,928xx,CA,1 year,1.0
550665,5000.0,5000.0,5000.0,Current,Debt consolidation,8.4,785xx,TX,1 year,1.0
639464,18000.0,17750.0,18000.0,Current,Debt consolidation,26.32,880xx,NM,9 years,1.0
1728122,35000.0,35000.0,35000.0,Charged Off,Debt consolidation,16.49,371xx,TN,,1.0
1517506,15000.0,15000.0,15000.0,Fully Paid,Debt consolidation,3.87,286xx,NC,,1.0
1565064,35000.0,35000.0,35000.0,Current,Debt consolidation,16.2,331xx,FL,10+ years,1.0
1522619,10000.0,10000.0,10000.0,Current,Debt consolidation,9.75,981xx,WA,5 years,1.0
2210632,16300.0,16300.0,16300.0,Current,Debt consolidation,28.14,786xx,TX,10+ years,1.0
1567607,3000.0,3000.0,3000.0,Current,Credit card refinancing,14.31,785xx,TX,7 years,1.0
883105,12000.0,12000.0,12000.0,Fully Paid,Debt consolidation,17.73,970xx,OR,7 years,1.0
1366089,20000.0,20000.0,20000.0,Current,Debt consolidation,116.3,130xx,NY,,1.0
1524613,5250.0,5250.0,5250.0,Fully Paid,Debt consolidation,28.44,448xx,OH,7 years,1.0
1416153,20000.0,20000.0,20000.0,Current,Debt consolidation,13.6,331xx,FL,1 year,1.0
1496543,4000.0,4000.0,4000.0,Current,Home improvement,20.12,142xx,NY,3 years,1.0
1080281,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,28.51,281xx,NC,3 years,1.0
1935613,6000.0,6000.0,6000.0,Fully Paid,American Express Transfer,14.96,941xx,CA,2 years,1.0
706746,3000.0,3000.0,3000.0,Fully Paid,Other,17.22,342xx,FL,1 year,1.0
1434566,15000.0,15000.0,15000.0,Current,Home improvement,16.11,117xx,NY,5 years,1.0
1632388,7750.0,7725.0,7750.0,Fully Paid,Credit card refinance,18.56,940xx,CA,9 years,1.0
1671444,15000.0,15000.0,15000.0,Fully Paid,Debt consolidation,24.51,333xx,FL,10+ years,1.0
1608068,5500.0,5500.0,5500.0,Current,Debt consolidation,34.32,328xx,FL,1 year,1.0
977189,24000.0,24000.0,24000.0,Current,Home improvement,22.49,773xx,TX,2 years,1.0
2068923,24000.0,24000.0,24000.0,Fully Paid,Debt consolidation,16.0,104xx,NY,5 years,1.0
256050,18500.0,18500.0,18500.0,Charged Off,Debt consolidation,27.96,331xx,FL,10+ years,1.0
487521,10800.0,10800.0,10800.0,Current,Credit card refinancing,20.14,982xx,WA,1 year,1.0
1025912,35000.0,35000.0,35000.0,Current,Debt consolidation,10.93,080xx,NJ,10+ years,1.0
1602864,4000.0,4000.0,4000.0,Current,Credit card refinancing,29.37,571xx,SD,8 years,1.0
1163902,19400.0,19400.0,19400.0,Fully Paid,Credit card refinancing,37.64,870xx,NM,1 year,1.0
727647,35000.0,35000.0,35000.0,Current,Credit card refinancing,25.77,328xx,FL,10+ years,1.0
535844,10000.0,10000.0,10000.0,Current,Debt consolidation,21.29,891xx,NV,2 years,1.0
1316897,14825.0,14825.0,14825.0,Charged Off,Debt consolidation,28.38,939xx,CA,10+ years,1.0
733854,5000.0,5000.0,5000.0,Fully Paid,Debt consolidation,16.35,115xx,NY,1 year,1.0
1348399,17000.0,16950.0,17000.0,Fully Paid,Flooring Upgrade,7.8,774xx,TX,1 year,1.0
1470497,10000.0,10000.0,10000.0,Fully Paid,Credit card refinancing,8.54,191xx,PA,< 1 year,1.0
2188505,4300.0,4300.0,4300.0,Current,Debt consolidation,31.64,770xx,TX,10+ years,1.0
171371,35000.0,35000.0,35000.0,Charged Off,Debt consolidation,30.74,280xx,NC,4 years,1.0
665280,7200.0,7200.0,7200.0,Fully Paid,Debt consolidation,9.06,296xx,SC,1 year,1.0
342129,4300.0,4300.0,4300.0,Fully Paid,Credit card refinancing,17.1,935xx,CA,< 1 year,1.0
2156112,7000.0,7000.0,7000.0,Current,Home improvement,28.88,630xx,MO,,1.0
928441,19000.0,19000.0,19000.0,Current,Debt consolidation,53.87,853xx,AZ,6 years,1.0
909646,7200.0,7200.0,7200.0,Fully Paid,Debt consolidation,7.43,132xx,NY,10+ years,1.0
936467,7000.0,7000.0,7000.0,Current,Debt consolidation,27.41,927xx,CA,10+ years,1.0
1427514,20000.0,20000.0,20000.0,Current,Debt consolidation,13.51,551xx,MN,10+ years,1.0
713857,10000.0,10000.0,10000.0,Charged Off,Debt consolidation,28.13,840xx,UT,10+ years,1.0
1230392,22000.0,22000.0,22000.0,Fully Paid,Debt consolidation,18.98,335xx,FL,3 years,1.0
733169,9500.0,9500.0,9500.0,Fully Paid,Debt consolidation,15.51,104xx,NY,3 years,1.0
1886687,25000.0,25000.0,25000.0,Fully Paid,pay off credit cards,13.69,233xx,VA,3 years,1.0
61947,14450.0,14450.0,14450.0,Charged Off,Debt consolidation,27.35,146xx,NY,9 years,1.0
1562698,40000.0,40000.0,40000.0,Current,Other,17.04,224xx,VA,3 years,1.0
586282,12000.0,12000.0,12000.0,Fully Paid,Debt consolidation,16.04,140xx,NY,10+ years,1.0
17107,3300.0,3150.0,3300.0,Fully Paid,Debt consolidation,27.77,857xx,AZ,5 years,1.0
2077026,20000.0,20000.0,20000.0,Current,Debt consolidation,20.27,338xx,FL,10+ years,1.0
1247075,15000.0,15000.0,15000.0,Fully Paid,Debt consolidation,27.51,606xx,IL,4 years,1.0
1260324,12000.0,12000.0,12000.0,Fully Paid,Debt consolidation,21.33,029xx,RI,6 years,1.0
125782,21000.0,21000.0,21000.0,Fully Paid,Debt consolidation,19.81,281xx,NC,10+ years,1.0
94599,13275.0,13275.0,13275.0,Charged Off,Debt consolidation,15.12,993xx,WA,10+ years,1.0
114555,30000.0,29975.0,30000.0,Fully Paid,Home improvement,24.32,917xx,CA,10+ years,1.0
415087,21000.0,21000.0,21000.0,Fully Paid,Debt consolidation,12.09,928xx,CA,7 years,1.0
1442499,1000.0,1000.0,1000.0,Current,Debt consolidation,5.84,330xx,FL,3 years,1.0
1068023,24000.0,24000.0,24000.0,Fully Paid,Debt consolidation,17.32,088xx,NJ,4 years,1.0
36746,24425.0,24425.0,24425.0,Current,Credit card refinancing,26.15,028xx,RI,10+ years,1.0
1576233,18000.0,18000.0,18000.0,Current,Debt consolidation,27.83,107xx,NY,10+ years,1.0
1130014,4675.0,4675.0,4675.0,Fully Paid,Other,8.35,601xx,IL,< 1 year,1.0
894925,12000.0,12000.0,12000.0,Current,Credit card refinancing,26.47,058xx,VT,10+ years,1.0
325127,5000.0,5000.0,5000.0,Fully Paid,Car financing,28.49,605xx,IL,2 years,1.0
1849184,18000.0,17925.0,18000.0,Fully Paid,Debt consolidation,20.86,151xx,PA,10+ years,1.0
1831522,16000.0,16000.0,16000.0,Fully Paid,Debt Consolidation ,19.89,460xx,IN,5 years,1.0
1534818,40000.0,40000.0,40000.0,Current,Credit card refinancing,25.18,208xx,MD,6 years,1.0
1944999,30000.0,30000.0,30000.0,Fully Paid,Debt consolidation,20.28,083xx,NJ,2 years,1.0
1373074,12000.0,12000.0,12000.0,Current,Debt consolidation,18.92,852xx,AZ,3 years,1.0
1100402,23000.0,23000.0,23000.0,Fully Paid,,13.11,066xx,CT,10+ years,1.0
615216,13000.0,13000.0,13000.0,Charged Off,Debt consolidation,21.65,958xx,CA,,1.0
957858,3000.0,3000.0,3000.0,Fully Paid,Debt consolidation,30.2,148xx,NY,,1.0
727492,12000.0,12000.0,12000.0,Current,Debt consolidation,18.1,294xx,SC,10+ years,1.0
802728,20000.0,20000.0,20000.0,Current,Debt consolidation,9.68,925xx,CA,2 years,1.0
663870,8000.0,8000.0,8000.0,Fully Paid,Credit card refinancing,20.38,089xx,NJ,2 years,1.0
1561675,2075.0,2075.0,2075.0,Fully Paid,Debt consolidation,11.99,328xx,FL,10+ years,1.0
912725,25000.0,25000.0,25000.0,Charged Off,Major purchase,8.69,100xx,NY,5 years,1.0
230861,16000.0,16000.0,16000.0,Fully Paid,Debt consolidation,19.89,150xx,PA,10+ years,1.0
1263917,11075.0,11075.0,11075.0,Fully Paid,Home improvement,21.43,911xx,CA,10+ years,1.0
618120,28000.0,28000.0,28000.0,Charged Off,Debt consolidation,17.64,945xx,CA,10+ years,1.0
